station_id,station_name,route_id,avg_crowd,avg_ridership,avg_train_frequency
MTA_461,Queensboro Plaza,"7,N,W",3.5715909090909093,54.625,13.715151515151515
MTA_463,Hunters Point Av,7,2.142507645259939,9.467278287461774,13.825076452599388
MTA_464,Vernon Blvd-Jackson Av,7,3.288135593220339,46.423270728355476,13.832340815391662
MTA_47,Newkirk Plaza,"B,Q",3.1777777777777776,23.429787234042553,13.838297872340426
MTA_471,34 St-Hudson Yards,7,3.5582366589327146,74.50812064965197,13.737354988399073
MTA_475,96 St,Q,3.508577964163172,44.20777735417461,13.814715974075487
MTA_476,86 St,Q,3.56578442654392,73.62677406981204,13.871883390870734
MTA_477,72 St,Q,3.580682253737064,65.43694902261403,13.864315829819855
MTA_48,Avenue H,Q,2.297013274336283,7.957411504424779,14.0
MTA_49,Avenue J,Q,2.8081218274111674,13.434517766497462,13.924873096446701
MTA_5,36 Av,"N,W",2.9319910514541387,20.366890380313198,13.85413870246085
MTA_50,Avenue M,Q,2.7570977917981074,13.354889589905362,13.968454258675079
MTA_51,Kings Hwy,"B,Q",3.5288501452885015,39.31714404317144,13.836446658364467
MTA_52,Avenue U,Q,3.086877828054299,19.229411764705883,13.864253393665159
MTA_53,Neck Rd,Q,2.626517727051967,11.830985915492958,13.919378338999515
MTA_54,Sheepshead Bay,"B,Q",3.2991275446614043,25.78604071458247,13.791441628583298
MTA_55,Brighton Beach,"B,Q",3.351167728237792,30.897664543524417,13.864968152866242
MTA_56,Ocean Pkwy,Q,2.574561403508772,10.785087719298245,13.925925925925926
MTA_57,W 8 St-NY Aquarium,"F,Q",2.3841726618705037,11.74916067146283,14.056594724220624
MTA_58,Coney Island-Stillwell Av,"D,F,N,Q",3.808628318584071,46.97308259587021,13.749262536873156
MTA_59,9 Av,D,2.9267754741949714,17.084252315835908,13.909131010145567
MTA_6,39 Av-Dutch Kills,"N,W",2.4462231115557778,11.921460730365183,13.90895447723862
MTA_60,Fort Hamilton Pkwy,D,2.5002315886984716,9.422880963408986,13.956461324687355
MTA_601,"14 St (F,M,1,2,3)/6 Av","F,M,1,2,3",3.9358669833729216,131.80149304377332,13.761791652527995
MTA_602,14 St-Union Sq,"L,N,Q,R,W,4,5,6",4.253751250416806,267.46182060686897,13.787262420806936
MTA_603,149 St-Grand Concourse,"2,4,5",3.4310011596443757,21.974874371859297,13.734827986084268
MTA_604,161 St-Yankee Stadium,"B,D,4",3.8965896589658966,83.57499083241657,13.745507884121745
MTA_605,168 St,"A,C,1",3.7560186848724397,56.956881063600434,13.793747754222062
MTA_606,Court Sq,"E,G,M,7",3.5827392120075046,61.04577861163227,13.765103189493434
MTA_607,34 St-Herald Sq,"B,D,F,M,N,Q,R,W",4.182643794147326,267.3299697275479,13.74100235452405
MTA_608,"4 Av (F,G)/9 St","F,G",3.2690081049787727,35.091084523350055,13.796989579313006
MTA_609,"Bryant Pk (B,D,F,M)/5 Av","B,D,F,M",3.799202609641174,103.52555273649872,13.751359188111635
MTA_61,50 St,D,2.2529296875,6.998046875,13.98828125
MTA_610,Grand Central-42 St,"S,4,5,6,7",4.122539035980991,268.99660556687036,13.775967413441956
MTA_611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St","N,Q,R,W,S,1,2,3,7",4.360222077073808,484.89418680600915,13.768778576094055
MTA_612,"Lexington Av-53 St (E,M)/51 St","E,M",3.778757809628813,93.79639838294744,13.76111723631018
MTA_613,"Lexington Av (N,R,W)/59 St","N,R,W",3.9647812166488796,117.03450729277837,13.790110281038777
MTA_614,59 St-Columbus Circle,"A,B,C,D,1",4.168457538994801,181.30294627383014,13.79688041594454
MTA_615,New Utrecht Av (N)/62 St,N,2.944812362030905,15.885209713024283,13.914348785871965
MTA_616,74-Broadway (7)/Jackson Hts-Roosevelt Av,7,4.145771635406383,157.9980256663376,13.771635406383679
MTA_617,Atlantic Av-Barclays Ctr,"B,D,N,Q,R,2,3,4,5",3.954180602006689,116.5561872909699,13.781939799331104
MTA_618,"14 St (A,C,E)/8 Av","A,C,E",3.937894736842105,135.6182456140351,13.75157894736842
MTA_619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St","B,D,F,M",3.7958883994126285,127.51945668135096,13.779735682819384
MTA_62,55 St,D,1.9016587677725119,4.472156398104265,14.085308056872037
MTA_620,Court St (R)/Borough Hall,R,3.5658855167114867,53.454475605071075,13.850172877449097
MTA_621,Broadway Junction,"A,C,J,L,Z",3.4107142857142856,22.07936507936508,13.736507936507936
MTA_622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St","4,5,6",3.4205246913580245,55.566743827160494,13.790123456790123
MTA_623,Canal St,"J,N,Q,R,W,Z,6",3.8698309960445885,144.51528227256384,13.760517799352751
MTA_624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt","A,C",3.7803703703703704,110.8662962962963,13.762962962962963
MTA_625,Delancey St (F)/Essex St,F,3.981461286804798,99.44420210832425,13.759360232642676
MTA_626,"Franklin Av (2,3,4,5)/Botanic Garden","2,3,4,5",3.4807247494217424,42.61603700848111,13.77023901310717
MTA_627,Franklin Av,"C,S",2.802340702210663,17.97269180754226,13.834416991764195
MTA_628,Fulton St,"A,C,J,Z,2,3,4,5",3.9754010695187167,174.77504456327986,13.788235294117648
MTA_629,Lorimer St (L)/Metropolitan Av,L,3.5082159624413145,67.08841940532082,13.768388106416275
MTA_630,Myrtle-Wyckoff Avs,"L,M",3.771590909090909,64.80378787878787,13.757575757575758
MTA_635,South Ferry (1)/Whitehall St,1,3.621284403669725,68.7148623853211,13.74091743119266
MTA_636,Jay St-MetroTech,"A,C,F,R",3.757543103448276,68.58764367816092,13.764367816091953
MTA_64,71 St,D,2.858921161825726,14.992162286768096,13.976947902259106
MTA_65,79 St,D,2.986743261157755,16.321254971277067,13.96199734865223
MTA_66,18 Av,D,3.0880033208800333,16.70610211706102,13.932752179327522
MTA_67,20 Av,D,2.957545187053384,14.794031105506516,13.96385035729298
MTA_68,Bay Pkwy,D,3.28531746031746,20.900396825396825,13.895238095238096
MTA_69,25 Av,D,2.826843413421707,12.350455675227838,13.895608947804474
MTA_70,Bay 50 St,D,2.4948979591836733,7.843228200371057,13.948051948051948
MTA_71,8 Av,N,3.4026023727516264,30.9628779181018,13.89207807118255
MTA_72,Fort Hamilton Pkwy,N,3.0935980551053484,17.961507293354945,13.93192868719611
MTA_74,18 Av,N,2.988018827556697,15.312366281557553,14.005990586221651
MTA_75,20 Av,N,2.704147465437788,11.18110599078341,13.983410138248848
MTA_76,Bay Pkwy,N,3.1573355128729057,19.80016346546792,13.91908459337965
MTA_77,Kings Hwy,N,3.0166802278275022,16.08340113913751,13.92026037428804
MTA_78,Avenue U,N,2.814390467461045,12.410174152153987,13.950504124656279
MTA_79,86 St,N,2.54484412470024,8.298800959232613,13.979856115107914
MTA_8,5 Av/59 St,"N,R,W",3.357802013422819,51.4626677852349,13.85234899328859
MTA_80,121 St,"J,Z",2.3323927765237022,6.6563205417607225,13.805869074492099
MTA_81,111 St,J,2.2661396574440054,6.10737812911726,13.91304347826087
MTA_82,104 St,"J,Z",2.443679599499374,7.760325406758448,13.83729662077597
MTA_83,Woodhaven Blvd,"J,Z",2.383081570996979,7.3885196374622355,13.94320241691843
MTA_84,85 St-Forest Pkwy,J,2.7418032786885247,10.859484777517565,13.831381733021077
MTA_85,75 St-Elderts Ln,"J,Z",2.212058212058212,5.644490644490644,13.94040194040194
MTA_86,Cypress Hills,J,2.018058690744921,4.245297215951844,13.944319036869826
MTA_87,Crescent St,"J,Z",2.711879049676026,10.668250539956803,13.86609071274298
MTA_88,Norwood Av,"J,Z",2.2866861030126335,6.1015549076773565,13.947521865889213
MTA_89,Cleveland St,J,2.3253424657534247,6.336105675146771,13.898238747553815
MTA_9,57 St-7 Av,"N,Q,R,W",3.8901776005799205,100.37404856832185,13.757158390721276
MTA_90,Van Siclen Av,"J,Z",2.3687286897223574,7.013638577691184,13.967851924013639
MTA_91,Alabama Av,J,2.1843971631205674,4.938534278959811,13.936643026004727
MTA_93,Chauncey St,"J,Z",2.507662835249042,9.295977011494253,13.908045977011493
MTA_94,Halsey St,J,2.891028446389497,17.955798687089715,13.859080962800876
MTA_95,Gates Av,"J,Z",2.9973776223776225,20.913024475524477,13.86013986013986
MTA_96,Kosciuszko St,J,2.8679413072476656,19.26856380613606,13.867496665184527
MTA_97,Myrtle Av,"M,J,Z",3.3848337388483376,34.139091646390916,13.793998377939984
MTA_98,Flushing Av,"M,J",3.100253807106599,18.171319796954315,13.851099830795262
MTA_99,Lorimer St,"M,J",2.6930379746835444,11.24005424954792,13.905967450271248
